Movies,Domestic,International,Worldwild,Distributor,Opening,Budget,Release_Date,MPAA,Runing_Time,Genres
Cliffhanger,"$84,049,211 ",,"$84,049,211 ",TriStar Pictures,"$16,176,967 ","$70,000,000 ",28-May-93,R,1 hr 53 min,"Action
    
        Adventure
    
        Thriller"
In the Line of Fire,"$102,314,823 ",,"$102,314,823 ",Columbia Pictures,"$15,269,388 ","$40,000,000 ",9-Jul-93,R,2 hr 8 min,"Action
    
        Crime
    
        Drama
    
        Thriller"
Sleepless in Seattle,"$126,680,884 ",,"$126,680,884 ",TriStar Pictures,"$17,253,733 ","$21,000,000 ",25-Jun-93,PG,1 hr 45 min,"Comedy
    
        Drama
    
        Romance"
The Taking of Beverly Hills,"$939,277 ",,"$939,277 ",Columbia Pictures,"$525,936 ","$19,000,000 ",11-Oct-91,R,1 hr 36 min,"Action
    
        Thriller"
An American Werewolf in Paris,"$26,570,463 ",,"$26,570,463 ",Walt Disney Studios Motion Pictures,"$7,600,878 ","$25,000,000 ",25-Dec-97,R,1 hr 38 min,"Comedy
    
        Fantasy
    
        Horror
    
        Thriller"
Secrets & Lies,"$13,417,292 ",,"$13,417,292 ",October Films,"$60,813 ","$4,500,000 ",28-Sep-96,R,2 hr 16 min,"Comedy
    
        Drama"
The Man Who Knew Too Little,"$13,717,039 ",,"$13,717,039 ",Warner Bros.,"$4,604,819 ","$20,000,000 ",14-Nov-97,PG,1 hr 34 min,"Comedy
    
        Crime
    
        Drama"
Jackie Brown,"$39,673,162 ",,"$39,673,162 ",Miramax,"$9,292,248 ","$12,000,000 ",25-Dec-97,R,2 hr 34 min,"Crime
    
        Drama
    
        Thriller"
The City of Lost Children,"$1,738,611 ","$42,854 ","$1,781,465 ",Sony Pictures Classics,"$34,348 ","$18,000,000 ",15-Dec-95,R,1 hr 52 min,"Drama
    
        Fantasy
    
        Sci-Fi"
Surviving Picasso,"$2,021,348 ",,"$2,021,348 ",Warner Bros.,"$87,054 ","$16,000,000 ",20-Sep-96,R,2 hr 5 min,"Biography
    
        Drama
    
        Romance"
The Scarlet Letter,"$10,382,407 ",,"$10,382,407 ",Walt Disney Studios Motion Pictures,"$4,119,086 ","$46,000,000 ",13-Oct-95,R,2 hr 15 min,"Drama
    
        Romance
    
        Western"
Fair Game,"$11,534,477 ",,"$11,534,477 ",Warner Bros.,"$4,946,332 ","$50,000,000 ",3-Nov-95,R,1 hr 31 min,"Action
    
        Romance
    
        Thriller"
Street Fighter,"$33,423,521 ","$66,008,265 ","$99,431,786 ",Universal Pictures,"$6,859,495 ","$35,000,000 ",23-Dec-94,PG-13,1 hr 42 min,"Action
    
        Adventure
    
        Comedy
    
        Thriller"
Johnny Mnemonic,"$19,075,720 ",,"$19,075,720 ",Sony Pictures Entertainment (SPE),"$6,033,850 ","$26,000,000 ",26-May-95,R,1 hr 43 min,"Action
    
        Drama
    
        Sci-Fi
    
        Thriller"
The Quick and the Dead,"$18,636,537 ",,"$18,636,537 ",Sony Pictures Entertainment (SPE),"$6,515,861 ","$32,000,000 ",10-Feb-95,R,1 hr 48 min,"Action
    
        Romance
    
        Thriller
    
        Western"
Showgirls,"$20,350,754 ",,"$20,350,754 ",Metro-Goldwyn-Mayer (MGM),"$8,112,627 ","$45,000,000 ",22-Sep-95,NC-17,2 hr 8 min,Drama
Don Juan DeMarco,"$22,150,451 ",,"$22,150,451 ",New Line Cinema,"$4,556,274 ","$25,000,000 ",7-Apr-95,PG-13,1 hr 37 min,"Comedy
    
        Drama
    
        Romance"
Billy Madison,"$25,588,734 ",,"$25,588,734 ",Universal Pictures,"$6,639,080 ","$10,000,000 ",10-Feb-95,PG-13,1 hr 29 min,Comedy
Jurassic Park,"$357,067,947 ","$621,100,000 ","$978,167,947 ",Universal Pictures,"$47,026,828 ","$63,000,000 ",11-Jun-93,PG-13,2 hr 7 min,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller"
Suicide Kings,"$1,740,156 ",,"$1,740,156 ",Artisan Entertainment,"$558,081 ","$5,000,000 ",17-Apr-98,R,1 hr 46 min,"Comedy
    
        Crime
    
        Drama
    
        Mystery
    
        Thriller"
Kundun,"$5,684,789 ",,"$5,684,789 ",Walt Disney Studios Motion Pictures,"$72,095 ","$28,000,000 ",25-Dec-97,PG-13,2 hr 14 min,"Biography
    
        Drama
    
        History
    
        War"
Slacker,"$1,228,108 ",,"$1,228,108 ",Orion Classics,"$24,307 ","$23,000 ",5-Jul-91,R,1 hr 37 min,"Comedy
    
        Drama"
City of Hope,"$1,345,015 ",,"$1,345,015 ",The Samuel Goldwyn Company,"$35,281 ","$3,000,000 ",11-Oct-91,R,2 hr 9 min,"Crime
    
        Drama"
Another You,"$2,865,916 ",,"$2,865,916 ",TriStar Pictures,"$1,537,965 ","$17,000,000 ",26-Jul-91,R,1 hr 34 min,"Comedy
    
        Crime"
Paris Is Burning,"$3,779,620 ",,"$3,779,620 ",Miramax,"$310,127 ","$500,000 ",9-Aug-91,R,1 hr 11 min,Documentary
True Identity,"$4,693,236 ",,"$4,693,236 ",Walt Disney Studios Motion Pictures,"$1,541,581 ","$15,000,000 ",23-Aug-91,R,1 hr 33 min,"Comedy
    
        Crime"
Beavis and Butt-Head Do America,"$63,118,386 ",,"$63,118,386 ",Paramount Pictures,"$20,114,233 ","$12,000,000 ",20-Dec-96,PG-13,1 hr 21 min,"Adventure
    
        Animation
    
        Comedy
    
        Crime
    
        Music"
For Richer or Poorer,"$31,642,995 ",,"$31,642,995 ",Universal Pictures,"$6,015,970 ","$35,000,000 ",12-Dec-97,PG-13,1 hr 55 min,Comedy
Midnight in the Garden of Good and Evil,"$25,105,255 ",,"$25,105,255 ",Warner Bros.,"$5,233,658 ","$35,000,000 ",21-Nov-97,R,2 hr 35 min,"Crime
    
        Drama
    
        Mystery
    
        Thriller"
Mimic,"$25,480,490 ",,"$25,480,490 ",Miramax,"$7,818,208 ","$30,000,000 ",22-Aug-97,R,1 hr 45 min,"Horror
    
        Sci-Fi"
Restoration,"$4,005,941 ",,"$4,005,941 ",Miramax,"$75,514 ","$19,000,000 ",29-Dec-95,R,1 hr 57 min,"Biography
    
        Drama
    
        History
    
        Romance"
Swingers,"$4,555,020 ",,"$4,555,020 ",Miramax,"$74,118 ","$200,000 ",18-Oct-96,R,1 hr 36 min,"Comedy
    
        Drama"
Braveheart,"$75,609,945 ",,"$75,609,945 ",Paramount Pictures,"$9,938,276 ","$72,000,000 ",24-May-95,R,2 hr 58 min,"Biography
    
        Drama
    
        History
    
        War"
Se7en,"$100,125,643 ",,"$100,125,643 ",New Line Cinema,"$13,949,807 ","$33,000,000 ",22-Sep-95,R,2 hr 7 min,"Crime
    
        Drama
    
        Mystery
    
        Thriller"
Sabrina,"$53,672,080 ","$24,198 ","$53,696,278 ",Paramount Pictures,"$5,563,259 ","$58,000,000 ",15-Dec-95,PG,2 hr 7 min,"Comedy
    
        Drama
    
        Romance"
Friday,"$27,467,564 ",,"$27,467,564 ",New Line Cinema,"$6,589,341 ","$3,500,000 ",28-Apr-95,R,1 hr 31 min,"Comedy
    
        Drama"
Assassins,"$30,303,072 ",,"$30,303,072 ",Warner Bros.,"$9,378,637 ","$50,000,000 ",6-Oct-95,R,2 hr 13 min,"Action
    
        Crime
    
        Thriller"
Judge Dredd,"$34,693,481 ",,"$34,693,481 ",Walt Disney Studios Motion Pictures,"$12,291,536 ","$90,000,000 ",30-Jun-95,R,1 hr 36 min,"Action
    
        Crime
    
        Sci-Fi
    
        Thriller"
Jumanji,"$100,475,249 ",,"$100,475,249 ",Sony Pictures Entertainment (SPE),"$11,084,370 ","$65,000,000 ",15-Dec-95,PG,1 hr 44 min,"Adventure
    
        Comedy
    
        Family
    
        Fantasy"
Braveheart,"$75,609,945 ",,"$75,609,945 ",Paramount Pictures,"$9,938,276 ","$72,000,000 ",24-May-95,R,2 hr 58 min,"Biography
    
        Drama
    
        History
    
        War"
Bad Boys,"$65,807,024 ",,"$65,807,024 ",Sony Pictures Entertainment (SPE),"$15,523,358 ","$19,000,000 ",7-Apr-95,R,1 hr 59 min,"Action
    
        Comedy
    
        Crime
    
        Thriller"
While You Were Sleeping,"$81,057,016 ",,"$81,057,016 ",Walt Disney Studios Motion Pictures,"$9,288,915 ","$17,000,000 ",21-Apr-95,PG,1 hr 43 min,"Comedy
    
        Drama
    
        Romance"
The Bridges of Madison County,"$71,516,617 ",,"$71,516,617 ",Warner Bros.,"$10,519,257 ","$24,000,000 ",2-Jun-95,PG-13,2 hr 15 min,"Drama
    
        Romance"
Waterworld,"$88,246,220 ",,"$88,246,220 ",Universal Pictures,"$21,171,780 ","$175,000,000 ",28-Jul-95,PG-13,2 hr 15 min,"Action
    
        Adventure
    
        Sci-Fi"
American History X,"$6,719,864 ","$17,155,263 ","$23,875,127 ",New Line Cinema,"$156,076 ","$20,000,000 ",30-Oct-98,R,1 hr 59 min,Drama
The Postman,"$17,626,234 ",,"$17,626,234 ",Warner Bros.,"$5,260,324 ","$80,000,000 ",25-Dec-97,R,2 hr 57 min,"Action
    
        Adventure
    
        Drama
    
        Sci-Fi"
Ringmaster,"$9,257,103 ",,"$9,257,103 ",Artisan Entertainment,"$3,344,022 ","$20,000,000 ",27-Nov-98,R,1 hr 30 min,Comedy
Firestorm,"$8,165,212 ",,"$8,165,212 ",Twentieth Century Fox,"$3,849,308 ","$19,000,000 ",9-Jan-98,R,1 hr 29 min,"Action
    
        Thriller"
Very Bad Things,"$9,898,412 ",,"$9,898,412 ",PolyGram,"$3,245,853 ","$30,000,000 ",27-Nov-98,R,1 hr 40 min,"Comedy
    
        Crime
    
        Thriller"
Mr. Magoo,"$21,437,192 ",,"$21,437,192 ",Walt Disney Studios Motion Pictures,"$5,233,631 ","$30,000,000 ",25-Dec-97,PG,1 hr 27 min,"Adventure
    
        Comedy
    
        Family"
Home Fries,"$10,493,366 ",,"$10,493,366 ",Warner Bros.,"$3,784,023 ","$35,000,000 ",27-Nov-98,PG-13,1 hr 31 min,"Comedy
    
        Drama
    
        Romance"
Fear and Loathing in Las Vegas,"$10,680,275 ",,"$10,680,275 ",Universal Pictures,"$3,338,590 ","$18,500,000 ",22-May-98,R,1 hr 58 min,"Adventure
    
        Comedy
    
        Drama"
An American Werewolf in Paris,"$26,570,463 ",,"$26,570,463 ",Walt Disney Studios Motion Pictures,"$7,600,878 ","$25,000,000 ",25-Dec-97,R,1 hr 38 min,"Comedy
    
        Fantasy
    
        Horror
    
        Thriller"
Holy Man,"$12,069,719 ",,"$12,069,719 ",Walt Disney Studios Motion Pictures,"$5,106,919 ","$60,000,000 ",9-Oct-98,PG,1 hr 54 min,"Comedy
    
        Drama"
I'll Be Home for Christmas,"$12,214,338 ",,"$12,214,338 ",Walt Disney Studios Motion Pictures,"$3,898,293 ","$30,000,000 ",13-Nov-98,PG,1 hr 26 min,"Comedy
    
        Family"
Soldier,"$14,594,226 ",,"$14,594,226 ",Warner Bros.,"$6,447,237 ","$60,000,000 ",23-Oct-98,R,1 hr 39 min,"Action
    
        Drama
    
        Sci-Fi"
The Wizard of Oz,"$14,836,984 ",,"$14,836,984 ",Warner Bros.,"$5,354,311 ","$2,777,000 ",6-Nov-98,PG,1 hr 42 min,"Adventure
    
        Family
    
        Fantasy
    
        Musical"
Eve of Destruction,"$5,451,119 ",,"$5,451,119 ",Orion Pictures,"$2,163,024 ","$13,000,000 ",18-Jan-91,R,1 hr 39 min,"Action
    
        Sci-Fi
    
        Thriller"
Rambling Rose,"$6,266,621 ",,"$6,266,621 ",New Line Cinema,"$314,631 ","$7,500,000 ",20-Sep-91,R,1 hr 52 min,Drama
Harley Davidson and the Marlboro Man,"$7,434,726 ",,"$7,434,726 ",Metro-Goldwyn-Mayer (MGM),"$2,200,549 ","$23,000,000 ",23-Aug-91,R,1 hr 38 min,"Action
    
        Crime
    
        Drama
    
        Thriller
    
        Western"
The Super,"$11,000,863 ",,"$11,000,863 ",Twentieth Century Fox,"$3,656,390 ","$22,000,000 ",4-Oct-91,R,1 hr 24 min,Comedy
The Marrying Man,"$12,454,768 ",,"$12,454,768 ",Walt Disney Studios Motion Pictures,"$4,030,749 ","$26,000,000 ",5-Apr-91,R,1 hr 55 min,"Comedy
    
        Music
    
        Romance"
Mousehunt,"$61,917,389 ",,"$61,917,389 ",DreamWorks Distribution,"$6,062,922 ","$38,000,000 ",19-Dec-97,PG,1 hr 38 min,Comedy
The Peacemaker,"$41,263,140 ",,"$41,263,140 ",DreamWorks Distribution,"$12,311,939 ","$50,000,000 ",26-Sep-97,R,2 hr 4 min,"Action
    
        Thriller"
Private Parts,"$41,230,799 ",,"$41,230,799 ",Paramount Pictures,"$14,616,333 ","$28,000,000 ",7-Mar-97,R,1 hr 49 min,"Biography
    
        Comedy
    
        Drama"
Soul Food,"$43,700,855 ",,"$43,700,855 ",Twentieth Century Fox,"$11,197,897 ","$7,500,000 ",26-Sep-97,R,1 hr 55 min,"Comedy
    
        Drama"
The Devil's Own,"$42,868,348 ",,"$42,868,348 ",Sony Pictures Entertainment (SPE),"$14,274,503 ","$90,000,000 ",28-Mar-97,R,1 hr 51 min,"Action
    
        Crime
    
        Drama
    
        Thriller"
Star Wars: Episode VI - Return of the Jedi,"$45,470,437 ","$43,917,920 ","$89,388,357 ",Twentieth Century Fox,"$16,293,531 ","$32,500,000 ",14-Mar-97,PG,2 hr 11 min,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi"
Nothing to Lose,"$44,480,039 ",,"$44,480,039 ",Walt Disney Studios Motion Pictures,"$11,617,767 ","$25,000,000 ",18-Jul-97,R,1 hr 38 min,"Action
    
        Adventure
    
        Comedy
    
        Crime"
Cop Land,"$44,862,187 ",,"$44,862,187 ",Miramax,"$13,510,482 ","$15,000,000 ",15-Aug-97,R,1 hr 45 min,"Crime
    
        Drama
    
        Thriller"
Alien: Resurrection,"$47,795,658 ",,"$47,795,658 ",Twentieth Century Fox,"$16,474,092 ","$75,000,000 ",26-Nov-97,R,1 hr 49 min,"Action
    
        Horror
    
        Sci-Fi"
Speed 2: Cruise Control,"$48,608,066 ",,"$48,608,066 ",Twentieth Century Fox,"$16,158,942 ","$160,000,000 ",13-Jun-97,PG-13,2 hr 1 min,"Action
    
        Adventure
    
        Crime
    
        Romance
    
        Thriller"
Starship Troopers,"$54,814,377 ",,"$54,814,377 ",Sony Pictures Entertainment (SPE),"$22,058,773 ","$105,000,000 ",7-Nov-97,R,2 hr 9 min,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller"
Volcano,"$49,323,468 ",,"$49,323,468 ",Twentieth Century Fox,"$14,581,740 ","$90,000,000 ",25-Apr-97,PG-13,1 hr 44 min,"Action
    
        Drama
    
        Sci-Fi
    
        Thriller"
Breakdown,"$50,159,144 ",,"$50,159,144 ",Paramount Pictures,"$12,307,128 ","$36,000,000 ",2-May-97,R,1 hr 33 min,"Crime
    
        Drama
    
        Mystery
    
        Thriller"
Spawn,"$54,870,175 ",,"$54,870,175 ",New Line Cinema,"$19,738,749 ","$40,000,000 ",1-Aug-97,PG-13,1 hr 36 min,"Action
    
        Drama
    
        Horror"
Austin Powers: International Man of Mystery,"$53,883,989 ",,"$53,883,989 ",New Line Cinema,"$9,548,111 ","$16,500,000 ",2-May-97,PG-13,1 hr 34 min,"Adventure
    
        Comedy"
The Jackal,"$54,930,280 ",,"$54,930,280 ",Universal Pictures,"$15,164,595 ","$60,000,000 ",14-Nov-97,R,2 hr 4 min,"Action
    
        Crime
    
        Drama
    
        Thriller"
Kiss the Girls,"$60,527,873 ",,"$60,527,873 ",Paramount Pictures,"$13,215,167 ","$27,000,000 ",3-Oct-97,R,1 hr 55 min,"Crime
    
        Drama
    
        Mystery
    
        Thriller"
In & Out,"$63,856,929 ",,"$63,856,929 ",Paramount Pictures,"$15,019,821 ","$35,000,000 ",19-Sep-97,PG-13,1 hr 30 min,"Comedy
    
        Romance"
Dante's Peak,"$67,127,760 ",,"$67,127,760 ",Universal Pictures,"$18,479,435 ","$116,000,000 ",7-Feb-97,PG-13,1 hr 48 min,"Action
    
        Adventure
    
        Thriller"
Star Wars: Episode V - The Empire Strikes Back,"$67,597,694 ",,"$67,597,694 ",Twentieth Century Fox,"$21,975,993 ","$18,000,000 ",21-Feb-97,PG,2 hr 4 min,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi"
Scream,"$103,046,663 ",,"$103,046,663 ",Dimension Films,"$6,354,586 ","$14,000,000 ",20-Dec-96,R,1 hr 51 min,"Horror
    
        Mystery"
Con Air,"$101,117,573 ",,"$101,117,573 ",Walt Disney Studios Motion Pictures,"$24,131,738 ","$75,000,000 ",6-Jun-97,R,1 hr 55 min,"Action
    
        Crime
    
        Thriller"
Jerry Maguire,"$153,952,592 ",,"$153,952,592 ",Sony Pictures Entertainment (SPE),"$17,084,296 ","$50,000,000 ",13-Dec-96,R,2 hr 19 min,"Comedy
    
        Drama
    
        Romance
    
        Sport"
Scream 2,"$101,363,301 ",,"$101,363,301 ",Dimension Films,"$32,926,342 ","$24,000,000 ",12-Dec-97,R,2 hr,"Horror
    
        Mystery"
Batman & Robin,"$107,325,195 ",,"$107,325,195 ",Warner Bros.,"$42,872,605 ","$125,000,000 ",20-Jun-97,PG-13,2 hr 5 min,"Action
    
        Sci-Fi"
Star Wars,"$138,257,865 ",,"$138,257,865 ",Twentieth Century Fox,"$35,906,661 ","$11,000,000 ",31-Jan-97,PG,2 hr 1 min,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi"
Contact,"$100,920,329 ",,"$100,920,329 ",Warner Bros.,"$20,584,908 ","$90,000,000 ",11-Jul-97,PG,2 hr 30 min,"Drama
    
        Mystery
    
        Sci-Fi
    
        Thriller"
My Best Friend's Wedding,"$127,120,029 ",,"$127,120,029 ",Sony Pictures Entertainment (SPE),"$21,678,377 ","$38,000,000 ",20-Jun-97,PG-13,1 hr 45 min,"Comedy
    
        Drama
    
        Romance"
George of the Jungle,"$105,263,257 ",,"$105,263,257 ",Walt Disney Studios Motion Pictures,"$16,540,791 ","$55,000,000 ",18-Jul-97,PG,1 hr 32 min,"Action
    
        Adventure
    
        Comedy
    
        Family
    
        Romance"
Face/Off,"$112,276,146 ",,"$112,276,146 ",Paramount Pictures,"$23,387,530 ","$80,000,000 ",27-Jun-97,R,2 hr 18 min,"Action
    
        Crime
    
        Sci-Fi
    
        Thriller"
Titanic,"$600,788,188 ","$1,242,690,261 ","$1,843,478,449 ",Paramount Pictures,"$28,638,131 ","$200,000,000 ",19-Dec-97,PG-13,3 hr 14 min,"Drama
    
        Romance"
Last Man Standing,"$18,115,927 ",,"$18,115,927 ",New Line Cinema,"$7,010,333 ","$67,000,000 ",20-Sep-96,R,1 hr 41 min,"Action
    
        Crime
    
        Drama
    
        Thriller"
A Very Brady Sequel,"$21,440,752 ",,"$21,440,752 ",Paramount Pictures,"$7,052,045 ","$12,000,000 ",23-Aug-96,PG-13,1 hr 30 min,Comedy
From Dusk Till Dawn,"$25,836,616 ",$68 ,"$25,836,684 ",Miramax,"$10,240,805 ","$19,000,000 ",19-Jan-96,R,1 hr 48 min,"Action
    
        Crime
    
        Horror"
Die Hard with a Vengeance,"$100,012,499 ",,"$100,012,499 ",Twentieth Century Fox,"$22,162,245 ","$90,000,000 ",19-May-95,R,2 hr 8 min,"Action
    
        Adventure
    
        Thriller"
Batman Forever,"$184,031,112 ",,"$184,031,112 ",Warner Bros.,"$52,784,433 ","$100,000,000 ",16-Jun-95,PG-13,2 hr 1 min,"Action
    
        Adventure"
Pretty Woman,"$178,406,268 ",,"$178,406,268 ",Walt Disney Studios Motion Pictures,"$11,280,591 ","$14,000,000 ",23-Mar-90,R,1 hr 59 min,"Comedy
    
        Romance"
The Faculty,"$40,283,321 ",,"$40,283,321 ",Miramax,"$11,633,495 ","$15,000,000 ",25-Dec-98,R,1 hr 44 min,"Horror
    
        Mystery
    
        Sci-Fi"
Twilight,"$15,055,091 ",,"$15,055,091 ",Paramount Pictures,"$5,866,411 ","$37,000,000 ",6-Mar-98,R,1 hr 34 min,"Crime
    
        Drama
    
        Mystery
    
        Thriller"
Vampires,"$20,308,772 ",,"$20,308,772 ",Sony Pictures Entertainment (SPE),"$9,106,497 ","$20,000,000 ",30-Oct-98,R,1 hr 48 min,"Action
    
        Horror
    
        Thriller"
Mighty Joe Young,"$50,632,037 ",,"$50,632,037 ",Walt Disney Studios Motion Pictures,"$10,602,042 ","$90,000,000 ",25-Dec-98,PG,1 hr 54 min,"Action
    
        Adventure
    
        Family
    
        Fantasy
    
        Thriller"
Jackie Brown,"$39,673,162 ",,"$39,673,162 ",Miramax,"$9,292,248 ","$12,000,000 ",25-Dec-97,R,2 hr 34 min,"Crime
    
        Drama
    
        Thriller"
Mafia!,"$19,889,299 ",,"$19,889,299 ",Walt Disney Studios Motion Pictures,"$6,577,961 ","$10,000,000 ",24-Jul-98,PG-13,1 hr 27 min,"Comedy
    
        Crime"
Hard Rain,"$19,870,567 ",,"$19,870,567 ",Paramount Pictures,"$8,009,024 ","$70,000,000 ",16-Jan-98,R,1 hr 37 min,"Action
    
        Crime
    
        Drama
    
        Thriller"
Psycho,"$21,485,655 ","$15,685,000 ","$37,170,655 ",Universal Pictures,"$10,031,850 ","$60,000,000 ",4-Dec-98,R,1 hr 45 min,"Horror
    
        Mystery
    
        Thriller"
Beloved,"$22,852,487 ",,"$22,852,487 ",Walt Disney Studios Motion Pictures,"$8,165,551 ","$80,000,000 ",16-Oct-98,R,2 hr 52 min,"Drama
    
        History
    
        Horror
    
        Mystery"
The Avengers,"$23,384,939 ",,"$23,384,939 ",Warner Bros.,"$10,305,957 ","$60,000,000 ",14-Aug-98,PG-13,1 hr 29 min,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller"
Paulie,"$26,875,268 ",,"$26,875,268 ",DreamWorks Distribution,"$5,369,800 ","$23,000,000 ",17-Apr-98,PG,1 hr 31 min,"Adventure
    
        Comedy
    
        Drama
    
        Family"
Grease,"$28,411,018 ",,"$28,411,018 ",Paramount Pictures,"$12,705,463 ","$6,000,000 ",27-Mar-98,PG,1 hr 50 min,"Comedy
    
        Musical
    
        Romance"
Stepmom,"$91,137,662 ","$68,573,131 ","$159,710,793 ",Sony Pictures Entertainment (SPE),"$19,142,440 ","$50,000,000 ",25-Dec-98,PG-13,2 hr 5 min,"Comedy
    
        Drama"
Bride of Chucky,"$32,400,658 ","$18,288,000 ","$50,688,658 ",Universal Pictures,"$11,830,855 ","$25,000,000 ",16-Oct-98,R,1 hr 29 min,"Comedy
    
        Horror
    
        Thriller"
Mousehunt,"$61,917,389 ",,"$61,917,389 ",DreamWorks Distribution,"$6,062,922 ","$38,000,000 ",19-Dec-97,PG,1 hr 38 min,Comedy
Urban Legend,"$38,072,438 ","$34,455,157 ","$72,527,595 ",Sony Pictures Entertainment (SPE),"$10,515,444 ","$14,000,000 ",25-Sep-98,R,1 hr 39 min,"Horror
    
        Mystery
    
        Thriller"
Sphere,"$37,020,277 ",,"$37,020,277 ",Warner Bros.,"$14,433,957 ","$80,000,000 ",13-Feb-98,PG-13,2 hr 14 min,"Action
    
        Mystery
    
        Sci-Fi
    
        Thriller"
Hudson Hawk,"$17,218,080 ",,"$17,218,080 ",TriStar Pictures,"$7,082,820 ","$65,000,000 ",24-May-91,R,1 hr 40 min,"Action
    
        Adventure
    
        Comedy"
Billy Bathgate,"$15,565,363 ",,"$15,565,363 ",Walt Disney Studios Motion Pictures,"$4,051,590 ","$48,000,000 ",1-Nov-91,R,1 hr 46 min,"Crime
    
        Drama
    
        Thriller"
House Party 2,"$19,438,638 ",,"$19,438,638 ",New Line Cinema,"$6,027,105 ","$5,000,000 ",25-Oct-91,R,1 hr 34 min,"Comedy
    
        Drama
    
        Music
    
        Romance"
The People Under the Stairs,"$24,204,154 ",,"$24,204,154 ",Universal Pictures,"$5,522,250 ","$6,000,000 ",1-Nov-91,R,1 hr 42 min,"Comedy
    
        Horror
    
        Mystery
    
        Thriller"
